mels|pitch|text|speaker|condition
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Phoebe_dia3_utt2.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Phoebe_dia3_utt2.pt|What?!|5|1
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Phoebe_dia3_utt3.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Phoebe_dia3_utt3.pt|He was with her when he wrote this poem.|5|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Phoebe_dia3_utt4.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Phoebe_dia3_utt4.pt|Look,  'My vessel so empty with nothing inside.|5|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Phoebe_dia3_utt5.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Phoebe_dia3_utt5.pt|Now that I've touched you, you seem emptier still.'|5|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Phoebe_dia3_utt6.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Phoebe_dia3_utt6.pt|He thinks Monica is empty, she is the empty vase!|5|1
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Phoebe_dia3_utt8.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Phoebe_dia3_utt8.pt|Oh, totally. Oh, God, oh, she seemed so happy too.|5|3
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Joey_dia3_utt9.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Joey_dia3_utt9.pt|Done.|2|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Rachel_dia4_utt2.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Rachel_dia4_utt2.pt|What are you doing here?|3|1
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Ross_dia4_utt3.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Ross_dia4_utt3.pt|Ah y'know, this building is on my paper route so I|6|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Rachel_dia4_utt4.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Rachel_dia4_utt4.pt|Oh.|3|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Ross_dia4_utt7.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Ross_dia4_utt7.pt|How’d did it go?|6|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Rachel_dia4_utt8.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Rachel_dia4_utt8.pt|Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn’t shut up.|3|4
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Ross_dia4_utt9.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Ross_dia4_utt9.pt|I’m so proud of you.|6|4
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Rachel_dia4_utt10.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Rachel_dia4_utt10.pt|Me too!|3|4
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Ross_dia4_utt11.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Ross_dia4_utt11.pt|Listen, I’m ah, I’m sorry I’ve been so crazy and jealous and, it’s just that I like you a lot, so|6|3
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Rachel_dia4_utt12.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Rachel_dia4_utt12.pt|I know.|3|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Phoebe_dia5_utt0.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Phoebe_dia5_utt0.pt|Ameri-can.|5|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Phoebe_dia5_utt2.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Phoebe_dia5_utt2.pt|Ameri-can. Y'know it’s a|5|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Chandler_dia6_utt0.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Chandler_dia6_utt0.pt|Good job Joe! Well done! Top notch!|1|4
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Joey_dia6_utt1.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Joey_dia6_utt1.pt|You liked it? You really liked it?|2|1
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Chandler_dia6_utt2.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Chandler_dia6_utt2.pt|Oh-ho-ho, yeah!|1|4
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Joey_dia6_utt3.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Joey_dia6_utt3.pt|Which part exactly?|2|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Chandler_dia6_utt4.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Chandler_dia6_utt4.pt|The whole thing! Can we go?|1|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Joey_dia6_utt5.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Joey_dia6_utt5.pt|Oh no-no-no, give me some specifics.|2|6
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Chandler_dia6_utt6.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Chandler_dia6_utt6.pt|I love the specifics, the specifics were the best part!|1|4
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Joey_dia6_utt7.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Joey_dia6_utt7.pt|Hey, what about the scene with the kangaroo? Did-did you like that part?|2|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Chandler_dia6_utt8.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Chandler_dia6_utt8.pt|I was surprised to see a kangaroo in a World War I epic.|1|1
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Joey_dia6_utt9.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Joey_dia6_utt9.pt|You fell asleep!!|2|6
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Joey_dia6_utt10.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Joey_dia6_utt10.pt|There was no kangaroo!|2|6
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Joey_dia6_utt11.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Joey_dia6_utt11.pt|They didn’t take any of my suggestions!|2|6
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Joey_dia6_utt12.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Joey_dia6_utt12.pt|That’s for coming buddy.|2|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Chandler_dia6_utt16.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Chandler_dia6_utt16.pt|I’m so sorry!|1|3
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Chandler_dia6_utt18.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Chandler_dia6_utt18.pt|This guy fell asleep!|1|6
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Chandler_dia6_utt21.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Chandler_dia6_utt21.pt|Or, call an ambulance.|1|6
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Joey_dia7_utt0.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Joey_dia7_utt0.pt|Okay, look, I think we have to tell Rachel she messed up her dessert.|2|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Ross_dia7_utt1.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Ross_dia7_utt1.pt|What?! What is with everybody? It’s Thanksgiving, notTruth-Day!|6|6
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Phoebe_dia8_utt0.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Phoebe_dia8_utt0.pt|Yes, and it is my dying wish to have that ring.|5|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Phoebe_dia8_utt1.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Phoebe_dia8_utt1.pt|See, if I’m not buried with that ring then my spirit is going to wander the nether world for all eternity|5|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Chandler_dia8_utt2.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Chandler_dia8_utt2.pt|Okay, that’s enough honey!|1|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Chandler_dia8_utt4.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Chandler_dia8_utt4.pt|Great! Okay, here.|1|4
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Chandler_dia9_utt0.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Chandler_dia9_utt0.pt|What've you been up to?|1|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Chandler_dia9_utt3.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Chandler_dia9_utt3.pt|Can you hold on a moment? I have another call.  I love her.|1|4
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Ross_dia9_utt4.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Ross_dia9_utt4.pt|I know.|6|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Chandler_dia9_utt7.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Chandler_dia9_utt7.pt|Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?|1|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Chandler_dia9_utt9.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Chandler_dia9_utt9.pt|Ok.  Ok. Having a phone has finally paid off.|1|4
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Ross_dia9_utt10.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Ross_dia9_utt10.pt|Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, "Hey, you're not Bob."|6|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Chandler_dia9_utt11.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Chandler_dia9_utt11.pt|I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.|1|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Ross_dia9_utt12.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Ross_dia9_utt12.pt|Oh my god. You are pure evil.|6|5
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Chandler_dia9_utt13.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Chandler_dia9_utt13.pt|Ok, pure evil , horny and alone . I've done this|1|6
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Phoebe_dia10_utt0.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Phoebe_dia10_utt0.pt|Nobody!|5|6
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Phoebe_dia10_utt1.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Phoebe_dia10_utt1.pt|Nobody respects the bucket!|5|6
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Phoebe_dia10_utt2.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Phoebe_dia10_utt2.pt|You wouldn't believe what people put in here!|5|6
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Phoebe_dia10_utt3.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Phoebe_dia10_utt3.pt|Look!|5|6
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Phoebe_dia10_utt4.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Phoebe_dia10_utt4.pt|Okay, does this look like a garbage can to you?|5|6
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Monica_dia10_utt5.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Monica_dia10_utt5.pt|No.|4|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Ross_dia11_utt0.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Ross_dia11_utt0.pt|This is my wedding.|6|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Monica_dia11_utt1.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Monica_dia11_utt1.pt|All right, y’know what? We really are late! Let’s go! Let’s go! Let’s go!!|4|6
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Ross_dia11_utt2.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Ross_dia11_utt2.pt|Fine. You’ll-you’ll watch it on video when we get back.|6|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Chandler_dia11_utt3.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Chandler_dia11_utt3.pt|Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.|1|4
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Phoebe_dia11_utt4.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Phoebe_dia11_utt4.pt|Thank you.|5|0
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Ross_dia11_utt6.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Ross_dia11_utt6.pt|All right, let’s go! Bye, Pheebs!|6|4
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Joey_dia11_utt7.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Joey_dia11_utt7.pt|Bye, Pheebs!|2|4
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Joey_dia11_utt8.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Joey_dia11_utt8.pt|London baby!!|2|4
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Phoebe_dia11_utt9.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Phoebe_dia11_utt9.pt|Oh, do you need a hug? You don’t have to bring me anything!|5|4
/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/wavs/train_Chandler_dia12_utt0.wav|/disk/scratch1/evdv/FastPitches/PyTorch/SpeechSynthesis/FastPitch/meld/pitch/train_Chandler_dia12_utt0.pt|Hey!|1|0
